Source,Destination,Distance(KM),Total_Time(hr),Cost_per_KM
38,35,1308.69,32.72,3926.07
38,48,1156.67,28.92,3470.01
38,57,1777.12,44.43,5331.36
38,58,1727.88,43.2,5183.64
38,42,874.14,21.85,2622.42
38,13,1474.26,36.86,4422.78
38,14,1473.64,36.84,4420.92
38,37,67.65,1.69,202.95
38,30,375.49,9.39,1126.47
38,5,2146.14,53.65,6438.42
38,41,1304.48,32.61,3913.44
38,52,1751.25,43.78,5253.75
38,26,740.76,18.52,2222.28
38,21,1582.47,39.56,4747.41
38,28,284.16,7.1,852.48
38,36,899.09,22.48,2697.27
38,44,1162.21,29.06,3486.63
38,43,1160.98,29.02,3482.94
38,10,811.24,20.28,2433.72
38,32,655.58,16.39,1966.74
38,33,650.41,16.26,1951.23
38,3,1979.72,49.49,5939.16
38,9,1131.56,28.29,3394.68
38,34,1301.6,32.54,3904.8
38,59,1506.28,37.66,4518.84
38,16,1380.1,34.5,4140.3
38,29,274.1,6.85,822.3
38,8,448.74,11.22,1346.22
38,40,1283.14,32.08,3849.42
38,11,827.1,20.68,2481.3
38,23,384.31,9.61,1152.93
38,4,1378.38,34.46,4135.14
38,25,335.15,8.38,1005.45
38,15,1338.99,33.47,4016.97
38,27,299.96,7.5,899.88
38,55,1845.56,46.14,5536.68
38,39,224.52,5.61,673.56
38,49,461.85,11.55,1385.55
38,17,1375.47,34.39,4126.41
38,0,192.39,4.81,577.17
38,1,231.67,5.79,695.01
38,22,422.63,10.57,1267.89
38,2,211.8,5.3,635.4
38,18,1362.36,34.06,4087.08
38,50,417.63,10.44,1252.89
38,60,2329.37,58.23,6988.11
38,7,2037.61,50.94,6112.83
38,61,468.39,11.71,1405.17
0,24,155.74,3.89,467.22
0,47,1038.3,25.96,3114.9
0,31,117.56,2.94,352.68
0,54,1863.93,46.6,5591.79
0,53,1877.83,46.95,5633.49
0,19,1518.16,37.95,4554.48
0,12,922.8,23.07,2768.4
0,46,1151.68,28.79,3455.04
0,45,1152.7,28.82,3458.1
0,51,1004.48,25.11,3013.44
0,6,1763.84,44.1,5291.52
0,20,1539.52,38.49,4618.56
0,56,1712.26,42.81,5136.78
0,35,1201.8,30.04,3605.4
0,48,1224.92,30.62,3674.76
0,57,1756.39,43.91,5269.17
0,58,1707.15,42.68,5121.45
0,42,842.1,21.05,2526.3
0,13,1344.06,33.6,4032.18
0,14,1344.74,33.62,4034.22
0,37,136.57,3.41,409.71
0,30,252.67,6.32,758.01
0,5,2004.1,50.1,6012.3
0,41,1221.97,30.55,3665.91
0,52,1819.5,45.49,5458.5
0,26,625.88,15.65,1877.64
0,21,1650.72,41.27,4952.16
0,28,169.28,4.23,507.84
0,36,784.21,19.61,2352.63
0,44,1079.7,26.99,3239.1
0,43,1078.48,26.96,3235.44
0,10,721.27,18.03,2163.81
0,32,694.85,17.37,2084.55
0,33,690.43,17.26,2071.29
0,3,1885.6,47.14,5656.8
0,9,989.51,24.74,2968.53
0,34,1194.72,29.87,3584.16
0,59,1434.7,35.87,4304.1
0,16,1448.35,36.21,4345.05
0,29,159.22,3.98,477.66
0,8,354.92,8.87,1064.76
0,40,1200.64,30.02,3601.92
0,11,685.05,17.13,2055.15
0,23,298.9,7.47,896.7
0,4,1236.34,30.91,3709.02
0,25,259.08,6.48,777.24
0,15,1407.24,35.18,4221.72
0,27,228.62,5.72,685.86
0,55,1703.52,42.59,5110.56
0,39,214.36,5.36,643.08
0,49,628.25,15.71,1884.75
0,17,1443.72,36.09,4331.16
0,38,192.99,4.82,578.97
0,1,47.8,1.19,143.4
0,22,328.47,8.21,985.41
0,2,26.34,0.66,79.02
0,18,1430.62,35.77,4291.86
0,50,584.04,14.6,1752.12
0,60,2249.45,56.24,6748.35
0,7,2016.88,50.42,6050.64
0,61,634.79,15.87,1904.37
1,24,135.01,3.38,405.03
1,47,1062.13,26.55,3186.39
1,31,97.9,2.45,293.7
1,54,1843.21,46.08,5529.63
1,53,1857.1,46.43,5571.3
1,19,1541.98,38.55,4625.94
1,12,902.07,22.55,2706.21
1,46,1152.97,28.82,3458.91
1,45,1153.98,28.85,3461.94
1,51,1044.4,26.11,3133.2
1,6,1749.4,43.74,5248.2
1,20,1563.35,39.08,4690.05
1,56,1697.81,42.45,5093.43
1,35,1181.08,29.53,3543.24
1,48,1248.75,31.22,3746.25
1,57,1741.95,43.55,5225.85
1,58,1692.71,42.32,5078.13
1,42,830.29,20.76,2490.87
1,13,1323.34,33.08,3970.02
1,14,1324.02,33.1,3972.06
1,37,178.68,4.47,536.04
1,30,231.95,5.8,695.85
1,5,1983.38,49.58,5950.14
1,41,1202.3,30.06,3606.9
1,52,1843.33,46.08,5529.99
1,26,606.21,15.16,1818.63
1,21,1674.55,41.86,5023.65
1,28,149.62,3.74,448.86
1,36,764.55,19.11,2293.65
1,44,1060.04,26.5,3180.12
1,43,1058.81,26.47,3176.43
1,10,700.55,17.51,2101.65
1,32,718.67,17.97,2156.01
1,33,714.26,17.86,2142.78
1,3,1864.88,46.62,5594.64
1,9,968.79,24.22,2906.37
1,34,1173.99,29.35,3521.97
1,59,1415.04,35.38,4245.12
1,16,1472.18,36.8,4416.54
1,29,139.55,3.49,418.65
1,8,335.25,8.38,1005.75
1,40,1180.97,29.52,3542.91
1,11,664.33,16.61,1992.99
1,23,279.23,6.98,837.69
1,4,1215.61,30.39,3646.83
1,25,239.41,5.99,718.23
1,15,1431.07,35.78,4293.21
1,27,216.88,5.42,650.64
1,55,1682.8,42.07,5048.4
1,39,238.19,5.95,714.57
1,49,668.18,16.7,2004.54
1,17,1467.55,36.69,4402.65
1,38,235.1,5.88,705.3
1,0,50.62,1.27,151.86
1,22,308.8,7.72,926.4
1,2,25.04,0.63,75.12
1,18,1454.45,36.36,4363.35
1,50,623.96,15.6,1871.88
1,60,2229.78,55.74,6689.34
1,7,2002.43,50.06,6007.29
1,61,674.72,16.87,2024.16
22,24,250.21,6.26,750.63
22,47,890.03,22.25,2670.09
22,31,220.92,5.52,662.76
22,54,1685.86,42.15,5057.58
22,53,1699.76,42.49,5099.28
22,19,1457.54,36.44,4372.62
22,12,654.39,16.36,1963.17
22,46,916.59,22.91,2749.77
22,45,917.61,22.94,2752.83
22,51,1088.54,27.21,3265.62
22,6,1451.86,36.3,4355.58
22,20,1478.91,36.97,4436.73
22,56,1400.27,35.01,4200.81
22,35,979.33,24.48,2937.99
22,48,1068.63,26.72,3205.89
22,57,1444.41,36.11,4333.23
22,58,1395.16,34.88,4185.48
22,42,543.14,13.58,1629.42
22,13,1067.54,26.69,3202.62
22,14,1066.91,26.67,3200.73
22,37,374.27,9.36,1122.81
22,30,141.71,3.54,425.13
22,5,1826.03,45.65,5478.09
22,41,904.76,22.62,2714.28
22,52,1595.35,39.88,4786.05
22,26,339.25,8.48,1017.75
22,21,1495.3,37.38,4485.9
22,28,171.22,4.28,513.66
22,36,492.37,12.31,1477.11
22,44,762.49,19.06,2287.47
22,43,761.26,19.03,2283.78
22,10,444.26,11.11,1332.78
22,32,598.8,14.97,1796.4
22,33,578.11,14.45,1734.33
22,3,1627.97,40.7,4883.91
22,9,821.96,20.55,2465.88
22,34,968.92,24.22,2906.76
22,59,1106.56,27.66,3319.68
22,16,1388.38,34.71,4165.14
22,29,182.18,4.55,546.54
22,8,74.64,1.87,223.92
22,40,883.43,22.09,2650.29
22,11,517.5,12.94,1552.5
22,23,48.7,1.22,146.1
22,4,1026.19,25.65,3078.57
22,25,95.69,2.39,287.07
22,15,1346.63,33.67,4039.89
22,27,132.64,3.32,397.92
22,55,1525.45,38.14,4576.35
22,39,263.01,6.58,789.03
22,49,768.93,19.22,2306.79
22,17,1380.65,34.52,4141.95
22,38,422.8,10.57,1268.4
22,0,328.39,8.21,985.17
22,1,309.44,7.74,928.32
22,2,306.53,7.66,919.59
22,18,1370.01,34.25,4110.03
22,50,724.72,18.12,2174.16
22,60,1929.65,48.24,5788.95
22,7,1704.89,42.62,5114.67
22,61,775.48,19.39,2326.44
2,24,129.96,3.25,389.88
2,47,1039.97,26.0,3119.91
2,31,95.42,2.39,286.26
2,54,1838.16,45.95,5514.48
2,53,1852.06,46.3,5556.18
2,19,1519.83,38.0,4559.49
2,12,897.02,22.43,2691.06
2,46,1138.57,28.46,3415.71
2,45,1139.59,28.49,3418.77
2,51,1022.25,25.56,3066.75
2,6,1737.64,43.44,5212.92
2,20,1541.2,38.53,4623.6
2,56,1686.05,42.15,5058.15
2,35,1176.03,29.4,3528.09
2,48,1226.6,30.66,3679.8
2,57,1730.19,43.25,5190.57
2,58,1680.94,42.02,5042.82
2,42,815.89,20.4,2447.67
2,13,1318.29,32.96,3954.87
2,14,1318.97,32.97,3956.91
2,37,156.53,3.91,469.59
2,30,226.9,5.67,680.7
2,5,1978.32,49.46,5934.96
2,41,1199.83,30.0,3599.49
2,52,1821.18,45.53,5463.54
2,26,603.74,15.09,1811.22
2,21,1652.4,41.31,4957.2
2,28,147.15,3.68,441.45
2,36,762.07,19.05,2286.21
2,44,1057.56,26.44,3172.68
2,43,1056.34,26.41,3169.02
2,10,695.5,17.39,2086.5
2,32,696.52,17.41,2089.56
2,33,692.11,17.3,2076.33
2,3,1859.83,46.5,5579.49
2,9,963.74,24.09,2891.22
2,34,1168.94,29.22,3506.82
2,59,1412.56,35.31,4237.68
2,16,1450.03,36.25,4350.09
2,29,137.08,3.43,411.24
2,8,332.78,8.32,998.34
2,40,1178.5,29.46,3535.5
2,11,659.28,16.48,1977.84
2,23,276.76,6.92,830.28
2,4,1210.56,30.26,3631.68
2,25,236.94,5.92,710.82
2,15,1408.92,35.22,4226.76
2,27,202.48,5.06,607.44
2,55,1677.75,41.94,5033.25
2,39,216.04,5.4,648.12
2,49,646.03,16.15,1938.09
2,17,1445.4,36.14,4336.2
2,38,212.95,5.32,638.85
2,0,26.0,0.65,78.0
2,1,24.21,0.61,72.63
2,22,306.33,7.66,918.99
2,18,1432.3,35.81,4296.9
2,50,601.81,15.05,1805.43
2,60,2227.31,55.68,6681.93
2,7,1990.67,49.77,5972.01
2,61,652.57,16.31,1957.71
18,24,1506.88,37.67,4520.64
18,47,641.06,16.03,1923.18
18,31,1420.44,35.51,4261.32
18,54,2928.18,73.2,8784.54
18,53,2942.07,73.55,8826.21
18,19,97.76,2.44,293.28
18,12,1771.17,44.28,5313.51
18,46,845.67,21.14,2537.01
18,45,843.87,21.1,2531.61
18,51,598.1,14.95,1794.3
18,6,1456.59,36.41,4369.77
18,20,119.12,2.98,357.36
18,56,1329.08,33.23,3987.24
18,35,2005.45,50.14,6016.35
18,48,604.95,15.12,1814.85
18,57,1324.23,33.11,3972.69
18,58,1345.11,33.63,4035.33
18,42,1006.68,25.17,3020.04
18,13,1871.16,46.78,5613.48
18,14,1870.54,46.76,5611.62
18,37,1367.64,34.19,4102.92
18,30,1499.95,37.5,4499.85
18,5,3068.34,76.71,9205.02
18,41,1379.77,34.49,4139.31
18,52,955.92,23.9,2867.76
18,26,1550.76,38.77,4652.28
18,21,527.05,13.18,1581.15
18,28,1467.53,36.69,4402.59
18,36,1528.02,38.2,4584.06
18,44,1204.02,30.1,3612.06
18,43,1204.44,30.11,3613.32
18,10,1665.35,41.63,4996.05
18,32,799.84,20.0,2399.52
18,33,801.37,20.03,2404.11
18,3,2441.97,61.05,7325.91
18,9,2165.16,54.13,6495.48
18,34,1939.59,48.49,5818.77
18,59,1719.3,42.98,5157.9
18,16,76.35,1.91,229.05
18,29,1462.1,36.55,4386.3
18,8,1305.04,32.63,3915.12
18,40,1358.44,33.96,4075.32
18,11,1860.69,46.52,5582.07
18,23,1364.46,34.11,4093.38
18,4,2120.11,53.0,6360.33
18,25,1389.0,34.72,4167.0
18,15,61.24,1.53,183.72
18,27,1398.59,34.96,4195.77
18,55,2767.76,69.19,8303.28
18,39,1265.68,31.64,3797.04
18,49,964.49,24.11,2893.47
18,17,37.95,0.95,113.85
18,38,1360.48,34.01,4081.44
18,0,1429.96,35.75,4289.88
18,1,1450.91,36.27,4352.73
18,22,1369.28,34.23,4107.84
18,2,1431.04,35.78,4293.12
18,50,1015.9,25.4,3047.7
18,60,2469.82,61.75,7409.46
18,7,1603.03,40.08,4809.09
18,61,962.11,24.05,2886.33
50,24,686.52,17.16,2059.56
50,47,859.25,21.48,2577.75
50,31,601.33,15.03,1803.99
50,54,2393.09,59.83,7179.27
50,53,2406.98,60.17,7220.94
50,19,1067.81,26.7,3203.43
50,12,1369.28,34.23,4107.84
50,46,1072.62,26.82,3217.86
50,45,1070.81,26.77,3212.43
50,51,430.1,10.75,1290.3
50,6,1847.44,46.19,5542.32
50,20,1089.18,27.23,3267.54
50,56,1787.23,44.68,5361.69
50,35,1677.58,41.94,5032.74
50,48,1045.87,26.15,3137.61
50,57,1804.51,45.11,5413.53
50,58,1782.12,44.55,5346.36
50,42,936.01,23.4,2808.03
50,13,1782.43,44.56,5347.29
50,14,1781.81,44.55,5345.43
50,37,473.51,11.84,1420.53
50,30,744.38,18.61,2233.14
50,5,2533.25,63.33,7599.75
50,41,1392.08,34.8,4176.24
50,52,1640.45,41.01,4921.35
50,26,1054.14,26.35,3162.42
50,21,1396.08,34.9,4188.24
50,28,653.05,16.33,1959.15
50,36,1207.27,30.18,3621.81
50,44,1234.69,30.87,3704.07
50,43,1233.46,30.84,3700.38
50,10,1159.16,28.98,3477.48
50,32,583.09,14.58,1749.27
50,33,604.67,15.12,1814.01
50,3,2342.86,58.57,7028.58
50,9,1518.67,37.97,4556.01
50,34,1683.81,42.1,5051.43
50,59,1731.74,43.29,5195.22
50,16,1059.79,26.49,3179.37
50,29,642.99,16.07,1928.97
50,8,751.8,18.79,2255.4
50,40,1370.74,34.27,4112.22
50,11,1214.21,30.36,3642.63
50,23,687.37,17.18,2062.11
50,4,1724.44,43.11,5173.32
50,25,638.2,15.96,1914.6
50,15,968.68,24.22,2906.04
50,27,614.75,15.37,1844.25
50,55,2232.68,55.82,6698.04
50,39,494.7,12.37,1484.1
50,49,53.88,1.35,161.64
50,17,1047.06,26.18,3141.18
50,38,416.7,10.42,1250.1
50,0,583.92,14.6,1751.76
50,1,620.74,15.52,1862.22
50,22,725.69,18.14,2177.07
50,2,600.87,15.02,1802.61
50,18,1013.54,25.34,3040.62
50,60,2554.83,63.87,7664.49
50,7,2091.85,52.3,6275.55
50,61,60.42,1.51,181.26
60,24,2146.4,53.66,6439.2
60,47,1870.19,46.75,5610.57
60,31,2139.7,53.49,6419.1
60,54,2452.45,61.31,7357.35
60,53,2466.35,61.66,7399.05
60,19,2603.99,65.1,7811.97
60,12,1544.43,38.61,4633.29
60,46,1675.45,41.89,5026.35
60,45,1676.36,41.91,5029.08
60,51,2570.26,64.26,7710.78
60,6,1018.27,25.46,3054.81
60,20,2606.29,65.16,7818.87
60,56,1188.89,29.72,3566.67
60,35,1530.06,38.25,4590.18
60,48,1907.0,47.68,5721.0
60,57,1216.55,30.41,3649.65
60,58,1177.64,29.44,3532.92
60,42,1586.14,39.65,4758.42
60,13,1200.88,30.02,3602.64
60,14,1197.95,29.95,3593.85
60,37,2289.96,57.25,6869.88
60,30,2030.47,50.76,6091.41
60,5,2592.62,64.82,7777.86
60,41,1143.57,28.59,3430.71
60,52,1586.18,39.65,4758.54
60,26,1676.2,41.9,5028.6
60,21,2063.35,51.58,6190.05
60,28,2090.0,52.25,6270.0
60,36,1516.37,37.91,4549.11
60,44,1310.81,32.77,3932.43
60,43,1313.41,32.84,3940.23
60,10,1690.56,42.26,5071.68
60,32,1940.63,48.52,5821.89
60,33,1920.81,48.02,5762.43
60,3,1144.57,28.61,3433.71
60,9,2102.32,52.56,6306.96
60,34,1460.99,36.52,4382.97
60,59,844.46,21.11,2533.38
60,16,2461.55,61.54,7384.65
60,29,2109.27,52.73,6327.81
60,8,1910.77,47.77,5732.31
60,40,1152.27,28.81,3456.81
60,11,1865.0,46.62,5595.0
60,23,1966.76,49.17,5900.28
60,4,1625.76,40.64,4877.28
60,25,2023.56,50.59,6070.68
60,15,2519.12,62.98,7557.36
60,27,2060.51,51.51,6181.53
60,55,2292.04,57.3,6876.12
60,39,2124.56,53.11,6373.68
60,49,2486.67,62.17,7460.01
60,17,2496.3,62.41,7488.9
60,38,2332.35,58.31,6997.05
60,0,2247.17,56.18,6741.51
60,1,2228.21,55.71,6684.63
60,22,1932.18,48.3,5796.54
60,2,2225.3,55.63,6675.9
60,18,2503.74,62.59,7511.22
60,50,2514.36,62.86,7543.08
60,7,1120.65,28.02,3361.95
60,61,2494.48,62.36,7483.44
7,24,1944.05,48.6,5832.15
7,47,1268.84,31.72,3806.52
7,31,1914.76,47.87,5744.28
7,54,2655.47,66.39,7966.41
7,53,2669.36,66.73,8008.08
7,19,1695.8,42.4,5087.4
7,12,1555.03,38.88,4665.09
7,46,1053.42,26.34,3160.26
7,45,1056.54,26.41,3169.62
7,51,1950.56,48.76,5851.68
7,6,258.89,6.47,776.67
7,20,1677.56,41.94,5032.68
7,56,324.2,8.1,972.6
7,35,1698.08,42.45,5094.24
7,48,1074.25,26.86,3222.75
7,57,332.3,8.31,996.9
7,58,330.52,8.26,991.56
7,42,1178.31,29.46,3534.93
7,13,1369.42,34.24,4108.26
7,14,1369.11,34.23,4107.33
7,37,2042.04,51.05,6126.12
7,30,1829.7,45.74,5489.1
7,5,2795.63,69.89,8386.89
7,41,861.29,21.53,2583.87
7,52,670.47,16.76,2011.41
7,26,1601.45,40.04,4804.35
7,21,1165.56,29.14,3496.68
7,28,1865.07,46.63,5595.21
7,36,1444.84,36.12,4334.52
7,44,1009.7,25.24,3029.1
7,43,1012.31,25.31,3036.93
7,10,1616.85,40.42,4850.55
7,32,1515.73,37.89,4547.19
7,33,1495.91,37.4,4487.73
7,3,1604.41,40.11,4813.23
7,9,2182.56,54.56,6547.68
7,34,1632.22,40.81,4896.66
7,59,774.26,19.36,2322.78
7,16,1535.03,38.38,4605.09
7,29,1883.0,47.08,5649.0
7,8,1683.46,42.09,5050.38
7,40,842.68,21.07,2528.04
7,11,1880.07,47.0,5640.21
7,23,1739.45,43.49,5218.35
7,4,1828.7,45.72,5486.1
7,25,1796.25,44.91,5388.75
7,15,1635.59,40.89,4906.77
7,27,1833.2,45.83,5499.6
7,55,2495.05,62.38,7485.15
7,39,1831.52,45.79,5494.56
7,49,2061.77,51.54,6185.31
7,17,1573.92,39.35,4721.76
7,38,2035.4,50.89,6106.2
7,0,2018.45,50.46,6055.35
7,1,2006.72,50.17,6020.16
7,22,1704.87,42.62,5114.61
7,2,1992.63,49.82,5977.89
7,18,1607.89,40.2,4823.67
7,50,2089.45,52.24,6268.35
7,60,1123.29,28.08,3369.87
7,61,2069.58,51.74,6208.74
61,24,737.76,18.44,2213.28
61,47,831.61,20.79,2494.83
61,31,652.57,16.31,1957.71
61,54,2444.33,61.11,7332.99
61,53,2458.22,61.46,7374.66
61,19,1014.46,25.36,3043.38
61,12,1420.52,35.51,4261.56
61,46,1044.98,26.12,3134.94
61,45,1043.18,26.08,3129.54
61,51,376.76,9.42,1130.28
61,6,1819.81,45.5,5459.43
61,20,1035.83,25.9,3107.49
61,56,1759.6,43.99,5278.8
61,35,1728.82,43.22,5186.46
61,48,1018.24,25.46,3054.72
61,57,1776.88,44.42,5330.64
61,58,1754.49,43.86,5263.47
61,42,908.38,22.71,2725.14
61,13,1783.51,44.59,5350.53
61,14,1782.89,44.57,5348.67
61,37,524.75,13.12,1574.25
61,30,795.62,19.89,2386.86
61,5,2584.49,64.61,7753.47
61,41,1364.44,34.11,4093.32
61,52,1612.82,40.32,4838.46
61,26,1105.38,27.63,3316.14
61,21,1368.45,34.21,4105.35
61,28,704.29,17.61,2112.87
61,36,1208.35,30.21,3625.05
61,44,1207.05,30.18,3621.15
61,43,1205.83,30.15,3617.49
61,10,1210.4,30.26,3631.2
61,32,555.46,13.89,1666.38
61,33,577.04,14.43,1731.12
61,3,2362.99,59.07,7088.97
61,9,1569.91,39.25,4709.73
61,34,1732.94,43.32,5198.82
61,59,1704.1,42.6,5112.3
61,16,1006.45,25.16,3019.35
61,29,694.22,17.36,2082.66
61,8,748.33,18.71,2244.99
61,40,1343.11,33.58,4029.33
61,11,1265.44,31.64,3796.32
61,23,738.61,18.47,2215.83
61,4,1775.68,44.39,5327.04
61,25,689.44,17.24,2068.32
61,15,915.33,22.88,2745.99
61,27,665.99,16.65,1997.97
61,55,2283.91,57.1,6851.73
61,39,545.94,13.65,1637.82
61,49,6.01,0.15,18.03
61,17,993.71,24.84,2981.13
61,38,467.94,11.7,1403.82
61,0,635.16,15.88,1905.48
61,1,671.98,16.8,2015.94
61,22,776.93,19.42,2330.79
61,2,652.11,16.3,1956.33
61,18,960.19,24.0,2880.57
61,50,60.08,1.5,180.24
61,60,2527.19,63.18,7581.57
61,7,2064.22,51.61,6192.66
